DTC,Possible Solutions
"P0082
","b""\nWire harness - Unplug harness connectors from the PCM/ECM, using a wiring diagram locate the + and - wires to the solenoid. The solenoid can be ground side or power side controlled, depending on the application. Check with factory wiring diagrams to determine the power flow in the circuit. Using a digital volt ohm meter (DVOM) set to the volts setting, check for voltage with the positive lead on the vehicle battery and the negative lead on each wire to the control solenoid. Depending on the application, if the solenoid is grounded to chassis, test the power lead to the control solenoid at the PCM/ECM wiring harness, there should be no voltage present. If there is voltage present, check for a short to ground in the wiring up to the control solenoid by unplugging connectors and working back to the solenoid.eval(ez_write_tag([[336,280],'obd_codes_com-banner-1','ezslot_0']));\nControl solenoid - Check for a short to ground through the control solenoid by putting either DVOM lead to a known good ground and the other to each terminal on the control solenoid. If there is a low resistance present, the solenoid may be shorted internally.\nPCM/ECM - If all wiring and the control solenoid checks out okay, it will be necessary to monitor the solenoid during engine operation by back probing the wires at the PCM/ECM. Using an advanced scan tool that will read the engine functions, monitor the duty cycle commanded to the control solenoid. It will be necessary to monitor the solenoid during engine operation under various engine RPM's and load. Using an oscilloscope or graphing multimeter set to the duty cycle scale, connect the negative lead to a known good ground and the positive lead to either wire terminal at the solenoid itself. The reading on the multimeter tool should match the commanded duty cycle on the scan tool. If they are opposite, the polarity may be reversed - connect the positive lead on the other wire terminal to the solenoid and re-test to verify. If there is no signal detected from the PCM, there may be a fault with the PCM itself.\n"""
"P0083
","b""\nWire harness - Check for unplugged harness connections, look for corrosion or loose wires to connectors. Unplug harness connectors from Solenoid and PCM, using a wiring diagram locate the + and - wires to the solenoid. The solenoid can be ground side or power side controlled, depending on the application. Check with factory wiring diagrams to determine the power flow in the circuit. Using a digital volt ohm meter (DVOM) set to the ohms setting, check for resistance between each end of the wire. An over limit reading on the DVOM may be an open in the wiring, loose connection or terminal. eval(ez_write_tag([[336,280],'obd_codes_com-banner-1','ezslot_0']));\nControl solenoid - With the electrical harness to the solenoid unplugged, using the DVOM set to ohms, check for resistance between each of the electrical terminals on the control solenoid itself. Use the factory specifications or a known good control solenoid if available to determine if there is resistance in the solenoid. If there is an over limit or very low resistance reading on the DVOM, the solenoid is likely faulty.\nShort to power - Unplug the harness to the PCM/ECM and locate the wires to the control solenoid. With the DVOM set to the volts scale, connect the negative lead to ground and the positive lead to the wire(s) to the control solenoid. Check for voltage, if there voltage present there may be a short to power in the wiring harness. Locate the short to power by unplugging harness connectors and testing the wiring back to the solenoid.\nPCM / ECM - If all wiring and the control solenoid checks out okay, it will be necessary to monitor the solenoid during engine operation by back probing the wires at the PCM/ECM. Using an advanced scan tool that will read the engine functions, monitor the duty cycle commanded to the control solenoid. It will be necessary to monitor the solenoid during engine operation under various engine RPM's and load. Using an oscilloscope or graphing multimeter set to the duty cycle scale, connect the negative lead to a known good ground and the positive lead to either wire terminal at the solenoid itself. The reading on the multimeter tool should match the commanded duty cycle on the scan tool. If they are opposite, the polarity may be reversed - connect the positive lead on the other wire terminal to the solenoid and re-test to verify. If the signal detected from the PCM is constantly on, there may be a fault with the PCM itself.\n"""
"P0084
","b""\nWire harness - Check for unplugged harness connections, look for corrosion or loose wires to connectors. Unplug harness connectors from Solenoid and PCM, using a wiring diagram locate the + and - wires to the solenoid. The solenoid can be ground side or power side controlled, depending on the application. Check with factory wiring diagrams to determine the power flow in the circuit. Using a digital volt ohm meter (DVOM) set to the ohms setting, check for resistance between each end of the wire. An over limit reading on the DVOM may be an open in the wiring, loose connection or terminal. Resistance should be around 1 ohm or less, if there is excessive resistance there may be corrosion or bad wiring between the solenoid and PCM/ECM.eval(ez_write_tag([[336,280],'obd_codes_com-banner-1','ezslot_0']));\nControl solenoid - With the electrical harness to the solenoid unplugged, using the DVOM set to ohms, check for resistance between each of the electrical terminals on the control solenoid itself. Use the factory specifications or a known good control solenoid if available to determine if there is excessive resistance in the solenoid. If there is an over limit or excessive resistance reading on the DVOM, the solenoid is likely faulty. Check for a short to ground through the control solenoid by putting either DVOM lead to a known good ground and the other to each terminal on the control solenoid. If there is resistance present, the solenoid may be shorted internally.\nShort to power - Unplug the harness to the PCM/ECM and locate the wires to the control solenoid. With the DVOM set to the volts scale, connect the negative lead to ground and the positive lead to the wire(s) to the control solenoid. Check for voltage, if there voltage present there may be a short to power in the wiring harness. Locate the short to power by unplugging harness connectors and testing the wiring back to the solenoid.\nShort to ground - Unplug the harness to the PCM/ECM and locate the wires to the control solenoid. With the DVOM set to the volts scale, connect the positive lead to a known good voltage source such as the battery and the negative lead to the wire(s) to the control solenoid. Check for voltage, if there is voltage present there may be a short to ground in the wiring harness. Locate the short to ground by unplugging harness connectors and testing the wiring back to the solenoid.Check for a short to ground through the control solenoid by putting either DVOM lead to a known good ground and the other to each terminal on the control solenoid. If there is a low resistance present, the solenoid may be shorted internally.\nPCM / ECM - If all wiring and the control solenoid checks out okay, it will be necessary to monitor the solenoid during engine operation by back probing the wires at the PCM/ECM. Using an advanced scan tool that will read the engine functions, monitor the duty cycle commanded to the control solenoid. It will be necessary to monitor the solenoid during engine operation under various engine RPM's and load. Using an oscilloscope or graphing multimeter set to the duty cycle scale, connect the negative lead to a known good ground and the positive lead to either wire terminal at the solenoid itself. The reading on the multimeter tool should match the commanded duty cycle on the scan tool. If they are opposite, the polarity may be reversed - connect the positive lead on the other wire terminal to the solenoid and re-test to verify. If there is no signal detected from the PCM, there may be a fault with the PCM itself.\n"""
"P0085
","b""\nWire harness - Unplug harness connectors from the PCM/ECM, using a wiring diagram locate the + and - wires to the solenoid. The solenoid can be ground side or power side controlled, depending on the application. Check with factory wiring diagrams to determine the power flow in the circuit. Using a digital volt ohm meter (DVOM) set to the volts setting, check for voltage with the positive lead on the vehicle battery and the negative lead on each wire to the control solenoid. Depending on the application, if the solenoid is grounded to chassis, test the power lead to the control solenoid at the PCM/ECM wiring harness, there should be no voltage present. If there is voltage present, check for a short to ground in the wiring up to the control solenoid by unplugging connectors and working back to the solenoid.eval(ez_write_tag([[336,280],'obd_codes_com-banner-1','ezslot_0']));\nControl solenoid - Check for a short to ground through the control solenoid by putting either DVOM lead to a known good ground and the other to each terminal on the control solenoid. If there is a low resistance present, the solenoid may be shorted internally.\nPCM/ECM - If all wiring and the control solenoid checks out okay, it will be necessary to monitor the solenoid during engine operation by back probing the wires at the PCM/ECM. Using an advanced scan tool that will read the engine functions, monitor the duty cycle commanded to the control solenoid. It will be necessary to monitor the solenoid during engine operation under various engine RPM's and load. Using an oscilloscope or graphing multimeter set to the duty cycle scale, connect the negative lead to a known good ground and the positive lead to either wire terminal at the solenoid itself. The reading on the multimeter tool should match the commanded duty cycle on the scan tool. If they are opposite, the polarity may be reversed - connect the positive lead on the other wire terminal to the solenoid and re-test to verify. If there is no signal detected from the PCM, there may be a fault with the PCM itself.\n"""
"P0086
","b""\nWire harness - Check for unplugged harness connections, look for corrosion or loose wires to connectors. Unplug harness connectors from Solenoid and PCM, using a wiring diagram locate the + and - wires to the solenoid. The solenoid can be ground side or power side controlled, depending on the application. Check with factory wiring diagrams to determine the power flow in the circuit. Using a digital volt ohm meter (DVOM) set to the ohms setting, check for resistance between each end of the wire. An over limit reading on the DVOM may be an open in the wiring, loose connection or terminal.\nControl solenoid - With the electrical harness to the solenoid unplugged, using the DVOM set to ohms, check for resistance between each of the electrical terminals on the control solenoid itself. Use the factory specifications or a known good control solenoid if available to determine if there is resistance in the solenoid. If there is an over limit or very low resistance reading on the DVOM, the solenoid is likely faulty.\nShort to power - Unplug the harness to the PCM/ECM and locate the wires to the control solenoid. With the DVOM set to the volts scale, connect the negative lead to ground and the positive lead to the wire(s) to the control solenoid. Check for voltage, if there voltage present there may be a short to power in the wiring harness. Locate the short to power by unplugging harness connectors and testing the wiring back to the solenoid.\nPCM / ECM - If all wiring and the control solenoid checks out okay, it will be necessary to monitor the solenoid during engine operation by back probing the wires at the PCM/ECM. Using an advanced scan tool that will read the engine functions, monitor the duty cycle commanded to the control solenoid. It will be necessary to monitor the solenoid during engine operation under various engine RPM's and load. Using an oscilloscope or graphing multimeter set to the duty cycle scale, connect the negative lead to a known good ground and the positive lead to either wire terminal at the solenoid itself. The reading on the multimeter tool should match the commanded duty cycle on the scan tool. If they are opposite, the polarity may be reversed - connect the positive lead on the other wire terminal to the solenoid and re-test to verify. If the signal detected from the PCM is constantly on, there may be a fault with the PCM itself.\n \n\n \n"""
"P0087
","b""\nIf vehicle is equipped with a fuel pressure test port at the fuel rail or line, check fuel pressure using a mechanical pressure gauge to determine if it is within specifications. Fuel pressure should also be tested under load with vehicle in gear or during acceleration. If fuel pressure is below spefications, visually inspect all fuel lines going back to the tank to see if there is a restriction such as a bent fuel line.eval(ez_write_tag([[336,280],'obd_codes_com-banner-1','ezslot_0']));\nFuel filter may be clogged if it has not been changed for a long time, or the in-tank fuel screen may have become restricted or clogged - check for damage to the fuel tank that could cause the bottom of the tank to press up against the fuel pump inlet.\nFuel pump driver module equipped vehicles are usually operated on a PWM (Pulse width modulated) input signal from the PCM/ECM and a PWM output signal to the fuel pump, in other words they run on a duty cycle - which is a voltage on/off time rather than a constant voltage to regulate the pump speed. The PWM signal can be checked at the driver module using a wiring diagram for reference and a DVOM set to duty cycle with the positive lead on the signal wire and the negative lead on a good known ground. The duty cycle should vary according to fuel pump demand commanded by the PCM/ECM. Some vehicles such as Ford will double the duty cycle output, so a 30% input will result in a 60% output to the fuel pump. The duty cycle to the fuel pump should reflect this increase. This voltage is usually monitored by the PCM and may set an additional fault code if there is a problem with the fuel pump driver module.\nFuel pressure sensor can be checked using a wiring diagram for reference and DVOM. Typically there is a reference voltage power or ground wire that is monitored by the PCM. A problem with the power or ground wire would typically set a different code such as P0190 - Fuel rail pressure sensor circuit malfunction, or P0191 - Fuel rail pressure sensor circuit range/performance. Excessive resistance in the sensor or wiring leads may lead to an incorrect reading. Using the DVOM set to ohms scale, check the resistance of the pressure sensor by unplugging the sensor and attaching the positive and negative leads to the sensor connector. If the resistance is higher than specifications, replace the sensor. The wiring can be tested using the DVOM set to ohms as well by disconnecting the sensor and the PCM and checking for excessive resistance between the two terminal ends of the wiring harnesses with the positive lead of the DVOM on one end and the negative lead on the other end of the same wire.\n"""
"P0088
","b""\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nA diagnostic scanner, a digital volt/ohmmeter (DVOM), a suitable fuel pressure gauge, and a manufacturer\xe2\x80\x99s service manual (or the equivalent) will prove instrumental in diagnosing a code P0088. \nNOTE: Please use caution when using a fuel pressure gauge under the hood of your vehicle. Fuel is under high pressure and fuel that comes into contact with hot surfaces or open spark could ignite and cause serious bodily injury.\nI like to begin with a visual inspection of system wiring and connectors. Pay particular attention to harnesses and components on top of the engine. The warmth and ease of access associated with this area makes it popular with pests, which tend to damage system wiring and connectors. Repair or replace defective or damaged wiring and/or connectors as required. I would also test battery voltage, battery cable connections, and alternator output at this time.\nIf intake manifold vacuum is utilized to control or monitor fuel rail pressure, intake manifold vacuum must be sufficient to accomplish the task. Consult a manufacturer\xe2\x80\x99s service manual for acceptable vacuum specifications for your vehicle and make sure that your engine complies.\nTest fuel system pressure using the fuel pressure gauge. Check the service manual for the exact fuel pressure specs that apply to your vehicle. Follow the manufacturer\xe2\x80\x99s recommendations for using the fuel pressure gauge. \nIf the actual fuel pressure is greater than what is recommended by the manufacturer, suspect a fuel pressure regulator malfunction. If the fuel pressure is within specs, suspect a faulty fuel rail pressure sensor or fuel rail pressure sensor circuit.\nFollow the manufacturer\xe2\x80\x99s guidelines for testing the fuel rail pressure sensor and circuits with the DVOM. Disconnect controllers from the circuit before testing with the DVOM.\nAdditional diagnostic tips &amp; notes:\n\n Fuel rail and related components are under high pressure. Use caution when removing the fuel pressure sensor or fuel pressure regulator \n Fuel pressure testing should be done with the ignition switch in the key on engine off (KOEO) position \n Turn the ignition switch off to connect/disconnect the fuel pressure gauge\neval(ez_write_tag([[300,250],'obd_codes_com-leader-1','ezslot_1']));\n"""
"P0089
","b'\nFuel pressure - Fuel pressure can be checked by using a mechanical gauge attached to the fuel rail. If the fuel pressure is within factory specificaions, there may be a fault with the fuel pressure sensor giving false readings to the PCM/ECM. If a fuel pressure test port is unavailable, the fuel pressure can only be checked using an advanced scan tool or by splicing adapter fittings in between the fuel lines and fuel rail.\nFuel pump - Fuel pump output is determined by the PCM/ECM and may be controlled by an external fuel management computer. The fuel pump may be duty cycle controlled on vehicles with returnless fuel systems. An advanced scan tool may be required to check the output on these type of fuel systems. Test the fuel pump for sufficient power by locating the fuel pump wiring harness. Some vehicles may be inaccessible to easily test the fuel pump wiring connections. Check for battery voltage at the positive terminal of the fuel pump using a digital volt ohm meter set to the volts scale with the positive lead on the power wire and the negative lead on a known good ground with the key in the on or run position. The fuel pump power wire may only be supplied voltage during engine cranking or vehicle running condition. Voltage displayed should be close to actual battery voltage.\nIf there is insufficient power, suspect the wiring to the fuel pump and trace it back to determine if there is any excessive resistance in the wiring, loose wires or loose/dirty connections. On return style fuel pumps, the ground can be checked using the DVOM set to ohms scale with either lead on the ground wire and the other lead on a good known ground. Resistance should be very low. On returnless style fuel systems, the trigger wire can be checked using a graphing multimeter or oscilloscope set to the duty cycle scale. Typically the duty cycle from the fuel pump computer will be double what the computer commanded duty cycle is commanded by the PCM/ECM. Using the graphing multimeter or oscilloscope, the positive lead will be tapped into the signal wire and the negative lead on a known good ground, it may be necessary to determine which wire is correct by using a factory wiring diagram. The actual duty cycle should be about double what the PCM/ECM is commanding, if the duty cycle displayed is half of the amount, the settings on the DVOM may need to be changed to accomodate the type of duty cycle being tested.\nFuel lines - Look for physical damage or kinked fuel lines that would cause a restriction in the fuel pump supply or return lines. It may be necessary to remove the fuel filter to determine if the fuel filter is clogged and needs to be replaced, it should flow freely in the direction of flow indicated by an arrow on the fuel filter. Some vehicles are not equipped with fuel filters, and the filter is located on the inlet to the fuel pump itself, it will be necessary to remove the fuel pump module to determine if there is a lot of debris in the tank or if the fuel filter has been crushed or pinched which could also restrict fuel supply to the pump.\nRegulator - On vehicles equipped with a return style fuel system, the regulator is usually located on the fuel rail itself. The fuel pressure regulator usually has a vacuum line that will mechanically restrict fuel depending on the amount of vacuum supplied by the engine. Check for damaged or loose vacuum hoses to the regulator. If the vacuum hose has fuel inside of it, the regulator may have an internal leak that would cause a pressure loss. Using a non-damaging clamp, the hose can be pinched off after the fuel pressure regulator - if the fuel pressure is higher with a restriction on the return side of the regulator, the regulator may be at fault. On returnless systems, the fuel pressure regulator may be located inside of the gas tank on the fuel pump module and it may be necessary to replace the fuel pump module as a complete assembly.\nFuel pressure sensor - Test the fuel pressure sensor by removing the connector and checking resistance across the terminals using the DVOM set to ohms scale with the positive and negative lead on either of the connectors. Resistance should be within factory specifications. Check for reference voltage to the fuel pressure sensor with a factory wiring diagram to determine which wire supplies power to the sensor using the DVOM set to volts scale with the positive lead on the supply wire and the negative lead on a known good ground. Voltage should be around 5 volts, depending on the vehicle.\nIf voltage is not within specifications, trace the wiring back to determine if there is excessive resistance in the wire supplying power to the sensor. The signal wire can be checked using the DVOM set to volts scale with the positive wire tapped into the signal wire and the negative lead on a good known ground with the vehicle on and running. The voltage displayed should match the factory specifications depending on the outside temperature and the internal temperature of the fuel inside the lines. The PCM/ECM converts the voltage to a temperature to determine actual fuel pressure. It may be necessary to check the voltage at the PCM/ECM harness connector as well to determine if there is a difference in voltage. If the voltage at the PCM/ECM is not the same as the voltage displayed at the fuel pressure sensor, there may be excessive resistance in the wiring.\nUnplug the PCM/ECM harness connector and the fuel pressure sensor connector to check for excessive resistance using the DVOM set to ohms scale with either lead on each end of the harnesses. Resistance should be very low, any excessive resistance may be a fault with the wiring or there may be a short to power or ground present. Look for a short to power by removing the PCM/ECM wiring harness connection with the DVOM set to volts scale, with the positive lead on the pin for the fuel pressure signal and the negative lead on a known good ground. If the voltage is the same as reference or higher, there may be a short to power and the wiring will need to be traced back to determine if there is a short. Check for a short to ground by setting the DVOM to the ohms scale with either lead on the signal wire at the PCM/ECM harness connector and the other lead on a good known ground. If there is resistance present, there may be a short to ground and the wiring will need to be traced back to determine where there is a short to ground.\nOther fuel pressure trouble codes include:\n\nP0087 Fuel Rail/System Pressure - Too Low\nP0088 Fuel Rail/System Pressure - Too High\nP0190 Fuel Rail Pressure Sensor A Circuit\nP0191 Fuel Rail Pressure Sensor A Circuit Range/Performance\nP0192 Fuel Rail Pressure Sensor A Circuit Low Input\nP0193 Fuel Rail Pressure Sensor A Circuit High Input\nP0194 Fuel Rail Pressure Sensor A Circuit Intermittent\n\n'"
"P0090
","b'\nA diagnostic scanner, a digital volt/ohmmeter (DVOM), a suitable fuel pressure gauge, and a reliable vehicle information source (such as All Data DIY) will be necessary for diagnosing a code P0090. \nNOTE: Use extreme caution when connecting manual fuel pressure gauge. High pressure fuel that comes into contact with hot surfaces or open spark could ignite and cause a harmful vehicle fire.\nI normally start with a visual inspection of system wiring and connectors; focusing my attention on harnesses and connectors on top of the engine. The warmth associated with this area makes it popular with pests in cold climates. These pests can damage (gnaw) system wiring and connectors.\nConnecting the scanner to the vehicle diagnostic port and retrieving the stored codes and freeze frame data would be my next task. I write this information down because it may be helpful as the diagnostic process continues. Now, I would clear the codes and test-drive the vehicle if possible.\nIf the code is immediately reset, check for voltage and ground at the fuel pressure regulator. If no voltage is discovered, test power supply relays and fuses following the wiring diagram derived from the vehicle information source. If there is no ground, follow the wiring diagram to find the appropriate location of the fuel pressure regulator control system ground/s and make sure that all are secure.\nIf there is voltage and ground at the fuel pressure control regulator, obtain fuel pressure specifications from your vehicle information source and test fuel system pressure using the fuel pressure gauge. Carefully follow manufacturer\xe2\x80\x99s recommendations for connecting the fuel pressure gauge. Observe fuel system data using the scanner while visually monitoring manual fuel pressure with the fuel gauge. If fuel pressure reflected on the scanner data display does not coincide with actual fuel pressure, suspect a faulty fuel pressure sensor. \nFluctuations in actual fuel pressure should occur with variations in fuel pressure regulator control voltage. If this is not the case, suspect that the fuel pressure regulator is defective, there is an open or shorted circuit in one of the fuel pressure regulator control circuits, or that the PCM is bad.\nFollow manufacturer\xe2\x80\x99s recommendations for testing the electronic fuel pressure regulator and the individual fuel pressure regulator control circuits with the DVOM. Disconnect controllers from the circuit before testing with the DVOM to prevent damage to control modules.\nAdditional diagnostic notes:\n\n Fuel rail and related components may be under high pressure. Use caution when removing the fuel pressure sensor or fuel pressure regulator\nTurn the ignition switch off to connect/disconnect the fuel pressure gauge\n\nOther fuel pressure trouble codes include:\n\nP0087 Fuel Rail/System Pressure - Too Low\nP0088 Fuel Rail/System Pressure - Too High\nP0190 Fuel Rail Pressure Sensor A Circuit\nP0191 Fuel Rail Pressure Sensor A Circuit Range/Performance\nP0192 Fuel Rail Pressure Sensor A Circuit Low Input\nP0193 Fuel Rail Pressure Sensor A Circuit High Input\nP0194 Fuel Rail Pressure Sensor A Circuit Intermittent\n\n'"
"P0091
","b'\nIn order to diagnose a code P0091, a diagnostic scanner, a digital volt/ohmmeter (DVOM), a suitable fuel pressure gauge, and a reliable vehicle information source (such as All Data DIY) will be required. \nNOTE: Extreme caution must be exercised when using a fuel pressure gauge. High pressure fuel contacting hot surfaces or open spark could ignite and cause a fire.\nI like to begin with a visual inspection of system wiring and connectors; focusing my attention on harnesses and connectors on top of the engine. The warm upper engine area makes it popular with pests in cold climates. These pests often gnaw system wiring and connectors.\nConnect the scanner to the vehicle diagnostic port and retrieve stored codes and freeze frame data. Write this information down as it will prove helpful if the diagnostic process drags on. Clear the codes and test-drive the vehicle if possible.\nShould the code be immediately reset, check for the correct degree of voltage and a battery ground at the fuel pressure regulator. If voltage is not discovered, test power supply relays and fuses following the wiring diagram derived from the vehicle information source. If there is no ground, the wiring diagram can help to find the location of the fuel pressure regulator control system ground/s and make sure they are secure.\nThe presence of voltage and ground at the fuel pressure control regulator would prompt me to obtain fuel pressure specifications from the vehicle information source, then test fuel system pressure using the fuel pressure gauge. Always follow manufacturer\xe2\x80\x99s recommendations for using the fuel pressure gauge. Use the scanner to observe fuel system data while visually monitoring manual fuel pressure with the fuel gauge. \nSuspect a faulty fuel pressure sensor if the level of fuel pressure reflected on the scanner does not coincide with actual fuel pressure. Variations in fuel pressure regulator control voltage should mirror fluctuations in actual fuel pressure. If this does not occur, suspect that either the fuel pressure regulator is defective, there is an open or shorted circuit in one of the fuel pressure regulator control circuits, or that the PCM is bad.\nUse the DVOM and follow manufacturer\xe2\x80\x99s recommendations for testing the electronic fuel pressure regulator and the individual fuel pressure regulator control circuits. To prevent damage to control modules, disconnect controllers from the circuit before testing circuit resistance and continuity with the DVOM.\nAdditional diagnostic notes:\n\nFuel rail and related components may be under high pressure. Use caution when removing the fuel pressure sensor or fuel pressure regulator\nFuel pressure testing should be done with the ignition switch in the key on engine off (KOEO) position\n\nOther fuel pressure trouble codes include:\n\nP0087 Fuel Rail/System Pressure - Too Low\nP0088 Fuel Rail/System Pressure - Too High\nP0190 Fuel Rail Pressure Sensor A Circuit\nP0191 Fuel Rail Pressure Sensor A Circuit Range/Performance\nP0192 Fuel Rail Pressure Sensor A Circuit Low Input\nP0193 Fuel Rail Pressure Sensor A Circuit High Input\nP0194 Fuel Rail Pressure Sensor A Circuit Intermittent\n\n'"
"P0092
","b'\nDiagnosing a code P0092 will require access to a diagnostic scanner, a digital volt/ohmmeter (DVOM), a suitable fuel pressure gauge, and a reliable vehicle information source (such as All Data DIY). \nNOTE: Extreme caution must be exercised when using a manual fuel pressure gauge. High pressure fuel contacting hot surfaces or open spark could ignite and cause a fire.\nA visual inspection of system wiring and connectors, with a focus on harnesses and connectors on top of the engine, has been fruitful for me in the past. It seems that the warm upper engine area is popular with varmints, especially in cold climates. Unfortunately, pests often gnaw system wiring and connectors repeatedly.\nNext, I would connect the scanner to the vehicle diagnostic port and retrieve stored codes and freeze frame data. Writing this information down may prove helpful if the diagnostic process drags on. Clear the codes and test-drive the vehicle if the engine will start.\nCheck for the correct degree of voltage and a battery ground at the fuel pressure regulator, if the code is reset. If no voltage is found at the fuel pressure regulator connector, test power supply relays and fuses by following the appropriate wiring diagram from the vehicle information source. If no ground is present, the wiring diagram can help you to find the location of the fuel pressure regulator control system ground/s and make sure they are secure.\nSuitable voltage and ground circuits, discovered at the fuel pressure control regulator connector, would prompt me to obtain fuel pressure specifications from the vehicle information source and test fuel system pressure using the fuel pressure gauge. Remember to follow manufacturer\xe2\x80\x99s recommendations for using the fuel pressure gauge. \nMonitor manual fuel pressure with the fuel gauge while using the scanner to observe fuel system data. A defective fuel pressure sensor may be at the root of your problems if the level of fuel pressure reflected on the scanner does not coincide with actual fuel pressure. Variations in fuel pressure regulator control voltage should reflect fluctuations in actual fuel rail pressure. If not, suspect that either the fuel pressure regulator is defective, there is an open or shorted circuit in one of the fuel pressure regulator control circuits, or that the PCM is bad.\nIn order to test the electronic fuel pressure regulator and the individual fuel pressure regulator control circuits, use the DVOM and follow manufacturer\xe2\x80\x99s recommendations. Disconnect controllers from the circuit before testing circuit resistance and continuity with the DVOM.\nAdditional diagnostic notes:\n\nFuel rail and related components are under high pressure. Use caution when removing the fuel pressure sensor or fuel pressure regulator\nFuel pressure testing should be done with the ignition switch in the key on engine off (KOEO) position\n\nOther fuel pressure trouble codes include:\n\nP0087 Fuel Rail/System Pressure - Too Low\nP0088 Fuel Rail/System Pressure - Too High\nP0190 Fuel Rail Pressure Sensor A Circuit\nP0191 Fuel Rail Pressure Sensor A Circuit Range/Performance\nP0192 Fuel Rail Pressure Sensor A Circuit Low Input\nP0193 Fuel Rail Pressure Sensor A Circuit High Input\nP0194 Fuel Rail Pressure Sensor A Circuit Intermittent\n\n \n\n \n'"
"P0093
","b""\n\nStart with the engine off and doing a walkaround inspection for obvious fuel leaks between the fuel tank and the engine.\nLift the hood and check the oil and level. If the oil level has risen, smell the oil. If it is heavily contaminated by fuel, an injector most likely failed in the open position. Do not start the engine again until the oil and filter is changed.\nLook under the hood for leaks. Start at the injector pump and follow the fuel lines to the fuel injector rail. Look at the injectors for signs of leaks.\nPull the electrical connector off the fuel pressure sensor and look for fuel in the connector. A failed sensor will allow fuel up through the sensor into the connector.\nCheck when you last changed the fuel filter. A plugged fuel filter will drop the volume enough to set the code.\nCheck all electrical connectors on the sensors and wiring harness to the injectors for missing insulation, corrosion or loose connections. If no obvious leaks have been found, go online and look up the TSBs (technical service bulletins) for your year and make vehicle. Diesels have no lack of problems as the TSBs will indicate. \neval(ez_write_tag([[300,250],'obd_codes_com-leader-1','ezslot_1']));\nLook for the code and associated repair procedures and probable causes. Chevy and Dodge reads like a book. The TSBs will include recalls on various items as well. \nLook at your warranty. Most diesel engines have long warranty periods for various items. Many cover injectors for 7 years or better and 200,000 miles. \nThe dealer is the next step if no deficiencies are found. Checking the fuel pressure and the operation of the ECM takes special tools for a diagnosis.\nTip: Diesels outlast a normal gasoline powered engine when properly serviced. But they demand service at specific intervals to operate properly. There is no free lunch with these. Do not use any seals or gaskets that are not OEM. The pressures and temperatures call for the use of certain materials resistant to these temperatures and pressures. \nSee also: P0094 Fuel System Leak Detected - Small Leak\n"""
"P0094
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nI would gain access to a suitable diagnostic scanner, a diesel fuel pressure gauge, a digital volt/ohmmeter (DVOM), and a vehicle service manual or a subscription to All Data (DIY), when attempting to diagnose a code of this type.\nI typically begin my diagnosis with a visual inspection of fuel lines and components. If any leaks are discovered, repair them and recheck the system. Inspect system wiring and connectors at this time.\nConnect the scanner to the vehicle diagnostic connector and retrieve al stored codes and freeze frame data. Write this information down in case this proves to be an intermittent code, which will prove much more difficult to diagnose. If other fuel system related codes are present, you may want to diagnose them first before attempting to diagnose the P0094. Clear the codes and test drive the vehicle.\nIf the P0094 is immediately reset, locate the data stream of the scanner and observe fuel pressure readings. By narrowing the data stream to include only pertinent data, you will get a quicker response. Compare the actual reflected fuel pressure readings with manufacturer\xe2\x80\x99s specifications.\nIf fuel pressure is not within specs, use the fuel pressure gauge to test system pressure in the appropriate quadrant. If actual fuel pressure readings are not within manufacturer\xe2\x80\x99s recommended specifications, suspect a mechanical failure. Continue by disconnecting the fuel pressure sensor connector and testing the resistance of the sensor itself. If the sensor resistance does not comply with manufacturer\xe2\x80\x99s specifications, replace it and retest the system.\nIf the sensor checks out, disconnect all related controllers and begin testing system circuits for resistance and continuity. Repair or replace shorted or open circuits as required. \nIf all system sensors and circuitry seems normal, suspect a defective PCM or PCM programming error.\nAdditional diagnostic tips:\n\n Use caution when testing high pressure fuel systems. These types of systems should only be serviced by qualified personnel \n Despite this code being described as a ""small leak"" low fuel pressure is often the culprit \neval(ez_write_tag([[300,250],\'obd_codes_com-leader-1\',\'ezslot_1\']));\nSee also: P0093 Fuel System Leak Detected - Large Leak\n'"
