DTC,Possible Solutions
"P0481
","b'\nIt is always a wise idea to look up the technical service bulletins (TSB) on your particular vehicle to see what type complaints have been coming in to the dealer service department related to this code. Search using your favorite search engine ""technical service bulletins for ....."" Look up the code and the type of manufacturer recommended repair. This is also a good idea before buying a vehicle. \nMany vehicles will have two engine fans, one for engine cooling and the second for cooling the air conditioning condenser, and additional cooling for the engine. \nThe fan that is not in front of the air conditioning condenser is the main cooling fan and the one to concentrate on initially. Additionally, many vehicles have multi-speed fans requiring as many as three fan speed relays for low, medium and high. \nOpen the hood and do a visual inspection. Look at the fan and make sure there is no obstruction in front of the radiator blocking airflow. Spin the fan with your finger (make sure the vehicle and key is off). If it will not spin the fan bearings are shot and the fan is bad. \nCheck the electrical connection at the fan. Pull the connector apart and look for corrosion or bent pins. Repair if necessary and use dielectric grease on the terminals. \nOpen the fuse block and inspect the cooling fan relay fuses. If they are good pull the cooling fan relays out. The bottom of the fuse block lid will usually indicate placement, but if not, look in the owner\'s manual. \nThe vehicle\'s PCM\'s function is to act as a ground to operate components, not to supply power. The fan relays are nothing but a remote light switch. The fan as well as other apparatus draws too much amperage to be safe in the cockpit, so it\'s kept under the hood.\nA constant power supply from the battery is present on a terminal in each of the relays. This one turns on the fan when the circuit is closed. A switched terminal will be hot only when the key is on. The negative terminal in this circuit is the one used when the PCM wishes to active the relay by grounding it. \nLook at the circuit diagram displayed on the side of the relay. Look for the simple open and shut circuit. Verify the battery positive terminal in the relay block with constant power. The opposite side goes to the fan. Use a test light to find the hot terminal. \nJump the battery terminal to the fan harness terminal and the fan will operate. If not, disconnect the fan connection at the fan and using an ohmmeter check the continuity between the fan side of the relay terminal and the connector at the fan, If there is continuity the fan is bad. If not the harness between the fuse block and the fan is faulty. \nIf the fan operated, check the relays. Look at the side of the relay for the switched power terminal or just turn the key on. Check the terminals for an additional power terminal and look where it would be on the relay. \nJump the battery plus terminal in the first test with this switched terminal and place an additional jumper from the negative terminal on the relay to ground. The switch will click on. Use an ohmmeter to test that the constant battery terminal and the fan harness terminal have continuity meaning the circuit has closed. \nIf the circuit has not closed or the relay has not clicked, the relay is bad. Check all the relays in the same fashion to be sure they are all working. \nIf there was no switched power at the relay, the ignition switch is suspect.\nIf they prove to be good, check the CTS with an ohmmeter. Pull the connector off. Let the engine cool and put the ohmmeter on the 200,000 scale. Probe the sensor terminals. \nThe reading will be about 2.5. For precise readings consult a service manual. Accuracy isn\'t necessary since all sensors may be different. You just want to know if it\'s working. Reconnect it and warm the engine. \nShut the engine down and pull the CTS plug again. Check it with the ohmmeter, there should be a big change in resistance, if not the sensor is bad. \nIf the above procedure could not find a failure, the probability is that a poor connection to the PCM or the PCM itself is at fault. Do not go any farther without consulting your service manual. Disconnecting the PCM could cause loss of programming and the vehicle may not start unless towed to the dealer for reprogramming. \n'"
"P0482
","b'\nIt is always a wise idea to look up the technical service bulletins (TSB) on your particular vehicle to see what type complaints have been coming in to the dealer service department related to this code. Search using your favorite search engine ""technical service bulletins for ....."" Look up the code and the type of manufacturer recommended repair. This is also a good idea before buying a vehicle. \nMany vehicles will have two engine fans, one for engine cooling and the second for cooling the air conditioning condenser, and additional cooling for the engine. \nThe fan that is not in front of the air conditioning condenser is the main cooling fan and the one to concentrate on initially. Additionally, many vehicles have multi-speed fans requiring as many as three fan speed relays for low, medium and high. \nOpen the hood and do a visual inspection. Look at the fan and make sure there is no obstruction in front of the radiator blocking airflow. Spin the fan with your finger (make sure the vehicle and key is off). If it will not spin the fan bearings are shot and the fan is bad. \nCheck the electrical connection at the fan. Pull the connector apart and look for corrosion or bent pins. Repair if necessary and use dielectric grease on the terminals. \nOpen the fuse block and inspect the cooling fan relay fuses. If they are good pull the cooling fan relays out. The bottom of the fuse block lid will usually indicate placement, but if not, look in the owner\'s manual. \nThe vehicle\'s PCM\'s function is to act as a ground to operate components, not to supply power. The fan relays are nothing but a remote light switch. The fan as well as other apparatus draws too much amperage to be safe in the cockpit, so it\'s kept under the hood.\nA constant power supply from the battery is present on a terminal in each of the relays. This one turns on the fan when the circuit is closed. A switched terminal will be hot only when the key is on. The negative terminal in this circuit is the one used when the PCM wishes to active the relay by grounding it. \nLook at the circuit diagram displayed on the side of the relay. Look for the simple open and shut circuit. Verify the battery positive terminal in the relay block with constant power. The opposite side goes to the fan. Use a test light to find the hot terminal. \nJump the battery terminal to the fan harness terminal and the fan will operate. If not, disconnect the fan connection at the fan and using an ohmmeter check the continuity between the fan side of the relay terminal and the connector at the fan, If there is continuity the fan is bad. If not the harness between the fuse block and the fan is faulty. \nIf the fan operated, check the relays. Look at the side of the relay for the switched power terminal or just turn the key on. Check the terminals for an additional power terminal and look where it would be on the relay. \nJump the battery plus terminal in the first test with this switched terminal and place an additional jumper from the negative terminal on the relay to ground. The switch will click on. Use an ohmmeter to test that the constant battery terminal and the fan harness terminal have continuity meaning the circuit has closed. \nIf the circuit has not closed or the relay has not clicked, the relay is bad. Check all the relays in the same fashion to be sure they are all working. \nIf there was no switched power at the relay, the ignition switch is suspect.\nIf they prove to be good, check the CTS with an ohmmeter. Pull the connector off. Let the engine cool and put the ohmmeter on the 200,000 scale. Probe the sensor terminals. \nThe reading will be about 2.5. For precise readings consult a service manual. Accuracy isn\'t necessary since all sensors may be different. You just want to know if it\'s working. Reconnect it and warm the engine. \nShut the engine down and pull the CTS plug again. Check it with the ohmmeter, there should be a big change in resistance, if not the sensor is bad. \nIf the above procedure could not find a failure, the probability is that a poor connection to the PCM or the PCM itself is at fault. Do not go any farther without consulting your service manual. Disconnecting the PCM could cause loss of programming and the vehicle may not start unless towed to the dealer for reprogramming. \n'"
"P0483
","b'\nA good starting point is always a technical service bulletin (TSB) search for your particular vehicle. The vehicle manufacturer may have a PCM flash/reprogram to cover this issue, and it pays to check on this before you find you\xe2\x80\x99ve gone down a long/wrong path.\nNext, locate the cooling fan module on your particular vehicle. The Cooling Fan Module (cooling fans) is usually found mounted behind the radiator in front of the engine. Once located, visually inspect the connectors and wiring. Look for scraping, rubbing, bare wires, burn spots or melted plastic. Pull the connectors apart and carefully inspect the terminals (the metal parts) inside the connectors. See if they look burned or have a green tint indicating corrosion. Use electrical contact cleaner and a plastic bristle brush if cleaning of the terminals is needed. Let dry and apply electrical grease where the terminals contact.\nIf you have a scan tool, clear the diagnostic trouble codes from memory, and see if P0483 returns. If it does not, then the connections were most likely your problem.\nIf the code does return, verify the integrity of the cooling system. Insure that the thermostat and the water pump are functioning properly. Once the engine has cooled, remove the radiator cap and insure that it will seal properly to the radiator. If there are any questions about these cooling system components, replace them first, as this is the most common area of concern related to this fault code. Once this is done, clear codes and test drive vehicle to insure the P0483 does not return. \nIf the code does return, we will need to test the fans and their associated circuits. Typically, there are 2 wires at each cooling fan in the module. First, disconnect the harness going to the cooling fan module. With a Digital Volt Ohm Meter (DVOM), connect one lead of the meter to one terminal of one of the fans. Connect the remaining meter lead to the other fan terminal. It should not be open or shorted. Verify the resistance specifications for your particular vehicle. If the fan motor is either open or shorted (infinite resistance or no resistance/0 ohms), replace the cooling fan module or if available, the cooling fan motor. \nIf that test passes, with a DVOM, check to make sure you have 12V to the cooling fan module power supply circuit (Red lead to the fan power supply circuit, black lead to a good ground). With a scan tool that can activate the cooling fans, turn on the cooling fans. If there is no 12 volts to the fan, repair the wiring from the PCM or relay to the fan, or possibly a bad PCM. \nIf that\xe2\x80\x99s OK, check to make sure you have a good ground at the cooling fan module. Connect a test light to 12V battery positive (red terminal) and touch the other end of the test light to the ground circuit going to the Cooling fan module circuit ground. Using the scan tool to actuate the cooling fan module, see if the test light comes on each time the scan tool actuates the fan. If the test light does not light up, this would indicate the problem circuit. If it does light up, wiggle the wiring harness going to the fan to see if the test light flickers, indicating an intermittent connection.\nIf all tests have passed so far, and you continue to get a P0483 code, this would most likely indicate a failed cooling fan module, although a failed PCM could not be ruled out until the fan had been replaced. If unsure, seek assistance from a trained automotive diagnostician. PCMs must be programmed, or calibrated to the vehicle in order to be installed correctly.\n'"
"P0484
","b'\nA good starting point is always a technical service bulletin (TSB) search for your particular vehicle. The vehicle manufacturer may have a PCM flash/reprogram to cover this issue, and it pays to check on this before you find you\xe2\x80\x99ve gone down a long/wrong path.\nNext, locate the cooling fan module on your particular vehicle. The Cooling Fan Module (cooling fans) is usually found mounted behind the radiator in front of the engine. Once located, visually inspect the connectors and wiring. Look for scraping, rubbing, bare wires, burn spots or melted plastic. Pull the connectors apart and carefully inspect the terminals (the metal parts) inside the connectors. See if they look burned or have a green tint indicating corrosion. Use electrical contact cleaner and a plastic bristle brush if cleaning of the terminals is needed. Let dry and apply electrical grease where the terminals contact.\nIf you have a scan tool, clear the diagnostic trouble codes from memory, and see if P0484 returns. If it does not, then the connections were most likely your problem.\nIf the code does return, we will need to test the fans and their associated circuits. Typically, there are 2 wires at each cooling fan in the module. First, disconnect the harness going to the cooling fan module. With a Digital Volt Ohm Meter (DVOM), connect one lead of the meter to one terminal of one of the fans. Connect the remaining meter lead to the other fan terminal. It should not be open or shorted. Verify the resistance specifications for your particular vehicle. If the fan motor is either open or shorted (infinite resistance or no resistance/0 ohms), replace the cooling fan module or if available, the cooling fan motor.\nIf that test passes, with a DVOM, check to make sure you have 12V to the cooling fan module power supply circuit (Red lead to the fan power supply circuit, black lead to a good ground). With a scan tool that can activate the cooling fans, turn on the cooling fans. If there is no 12 volts to the fan, repair the wiring from the PCM or relay to the fan, or possibly a bad PCM. \nIf that\xe2\x80\x99s OK, check to make sure you have a good ground at the cooling fan module. Connect a test light to 12V battery positive (red terminal) and touch the other end of the test light to the ground circuit going to the Cooling fan module circuit ground. Using the scan tool to actuate the cooling fan module, see if the test light comes on each time the scan tool actuates the fan. If the test light does not light up, this would indicate the problem circuit. If it does light up, wiggle the wiring harness going to the fan to see if the test light flickers, indicating an intermittent connection.\nIf all tests have passed so far, and you continue to get a P0484 code, this would most likely indicate a failed cooling fan module, although a failed PCM could not be ruled out until the fan had been replaced. If unsure, seek assistance from a trained automotive diagnostician. PCMs must be programmed, or calibrated to the vehicle in order to be installed correctly.\n'"
"P0485
","b'\nA good starting point is always a technical service bulletin (TSB) search for your particular vehicle. The vehicle manufacturer may have a PCM flash/reprogram to cover this issue, and it pays to check on this before you find you\xe2\x80\x99ve gone down a long/wrong path.\nNext, locate the cooling fan module on your particular vehicle. The Cooling Fan Module (cooling fans) is usually found mounted behind the radiator in front of the engine. Once located, visually inspect the connectors and wiring. Look for scraping, rubbing, bare wires, burn spots or melted plastic. Pull the connectors apart and carefully inspect the terminals (the metal parts) inside the connectors. See if they look burned or have a green tint indicating corrosion. Use electrical contact cleaner and a plastic bristle brush if cleaning of the terminals is needed. Let dry and apply electrical grease where the terminals contact.\nIf you have a scan tool, clear the diagnostic trouble codes from memory, and see if P0485 returns. If it does not, then the connections were most likely your problem.\nFor this particular code, this is the most common area of concern, as are the relays / connections to the relays.\nIf the code does return, we will need to test the fans and their associated circuits. Typically, there are 2 wires at each cooling fan in the module. First, disconnect the harness going to the cooling fan module. With a Digital Volt Ohm Meter (DVOM), connect one lead of the meter to one terminal of one of the fans. Connect the remaining meter lead to the other fan terminal. It should not be open or shorted. Verify the resistance specifications for your particular vehicle. If the fan motor is either open or shorted (infinite resistance or no resistance/0 ohms), replace the cooling fan module or if available, the cooling fan motor. \nIf that test passes, with a DVOM, check to make sure you have 12V to the cooling fan module power supply circuit (Red lead to the fan power supply circuit, black lead to a good ground). With a scan tool that can activate the cooling fans, turn on the cooling fans. If there is no 12 volts to the fan, repair the wiring from the PCM or relay to the fan, or possibly a bad PCM. \nIf that\xe2\x80\x99s OK, check to make sure you have a good ground at the cooling fan module. Connect a test light to 12V battery positive (red terminal) and touch the other end of the test light to the ground circuit going to the Cooling fan module circuit ground. Using the scan tool to actuate the cooling fan module, see if the test light comes on each time the scan tool actuates the fan. If the test light does not light up, this would indicate the problem circuit. If it does light up, wiggle the wiring harness going to the fan to see if the test light flickers, indicating an intermittent connection.\nIf all tests have passed so far, and you continue to get a P0485 code, this would most likely indicate a failed cooling fan module, although a failed PCM could not be ruled out until the fan had been replaced. If unsure, seek assistance from a trained automotive diagnostician. PCMs must be programmed, or calibrated to the vehicle in order to be installed correctly.\n'"
"P0486
","b""\nAll EGR valves have one thing in common-they re-circulate exhaust from the exhaust to the intake manifold. Other than that, they differ in their methods for regulating the opening of the pintle and sensing its position.\nThe following repair procedures represent the most common problems accounting for the majority of failures in the EGR system. Wiring harness or sensor failures require a service manual to determine the proper wire identification and diagnostic procedures. \nKeep in mind that the wiring differs between manufacturers and computers do not react well if the wrong wire is probed. If you probe the wrong wire and send excessive voltage through the computer's sensor input terminal and the computer will fry. \nAt the same time, if the wrong connector is disconnected the computer could lose its programming causing the vehicle to fail to start again until the dealer reprograms the computer. \n\nThe code P0486 indicates a &quot;B&quot; circuit malfunction, so check the EGR sensor connector for corrosion, bent or pushed out terminals or loose connection. Clean off any corrosion and re-seat the connector. \nRemove the electrical connector and remove the EGR. Check for coking in the EGRs intake and exhaust. Clean out any coking as necessary so the pintle will move up and down smoothly. \nCheck the vacuum line from the EGR to the solenoid and replace it if any defects are found.\nCheck the solenoid electrical connector for corrosion or defects. \nIf the vehicle is a Ford, follow the two vacuum hoses from the EGR to the differential pressure feedback EGR sensor (DPFE) in the rear of the manifold. \nCheck the two pressure hoses for corrosion. Experience dictates these hoses plug with carbon from the exhaust. Use a small pocket screwdriver or equivalent and clean the hoses of corrosion and the sensor will begin to operate again. \n\nIf the most common tests failed to solve the problem, a service manual is needed to continue to test the wiring circuits. The best solution is to take the vehicle to a service facility with the proper diagnostic equipment. They can quickly identify and repair this type of problem. \nRelated EGR codes: P0409\n \n\n \n"""
"P0487
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nNext, locate the EGR throttle control valve on your particular vehicle. This valve is found in between the intake manifold and the air filter, similar to a throttle body. Once located, visually inspect the connectors and wiring. Look for scraping, rubbing, bare wires, burn spots or melted plastic. Pull the connectors apart and carefully inspect the terminals (the metal parts) inside the connectors. See if they look burned or have a green tint indicating corrosion. Use electrical contact cleaner and a plastic bristle brush if cleaning of the terminals is needed. Let dry and apply dielectric silicone grease where the terminals contact. \nIf you have a scan tool, clear the diagnostic trouble codes from memory, and see if this code returns. If it does not, then the connections were most likely your problem.\nIf the P0487 code does return, we will need to test the EGR throttle control valve and its associated circuits. Typically, there are either 3 or 4 wires at the EGR throttle control valve. Disconnect the harness going to the EGR throttle control valve. With a Digital Volt Ohm Meter (DVOM), test the EGR throttle control valve signal circuit (Red lead to the valve\xe2\x80\x99s signal circuit, black lead to a good ground). If there is no 5 volts to the valve, or if you see 12 volts at the valve, repair the wiring from the PCM to the valve, or possibly a bad PCM. \nIf that\xe2\x80\x99s OK, check to make sure you have a good ground at the EGR throttle control valve. Connect a test light to 12V battery positive (red terminal) and touch the other end of the test light to the ground circuit going to the EGR throttle control valve circuit ground. If the test light does not light up, this would indicate the problem circuit. If it does light up, wiggle the wiring harness going to the EGR throttle control valve to see if the test light flickers, indicating an intermittent connection.\nIf all prior tests have passed and you continue to get a P0487, this would most likely indicate a failed EGR throttle control valve, although a failed PCM could not be ruled out until the EGR throttle control valve had been replaced.\n'"
"P0488
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nNext, locate the EGR throttle control valve on your particular vehicle. This valve is found in between the intake manifold and the air filter, similar to a throttle body. Once located, visually inspect the connectors and wiring. Look for scraping, rubbing, bare wires, burn spots or melted plastic. Pull the connectors apart and carefully inspect the terminals (the metal parts) inside the connectors. See if they look burned or have a green tint indicating corrosion. Use electrical contact cleaner and a plastic bristle brush if cleaning of the terminals is needed. Let dry and apply dielectric silicone grease where the terminals contact. \nIf you have a scan tool, clear the diagnostic trouble codes from memory, and see if this code returns. If it does not, then the connections were most likely your problem.\nIf the P0488 code does return, we will need to test the EGR throttle control valve and its associated circuits. Typically, there are either 3 or 4 wires at the EGR throttle control valve. Disconnect the harness going to the EGR throttle control valve. With a Digital Volt Ohm Meter (DVOM), test the EGR throttle control valve signal circuit (Red lead to the valve\xe2\x80\x99s signal circuit, black lead to a good ground). If there is no 5 volts to the valve, or if you see 12 volts at the valve, repair the wiring from the PCM to the valve, or possibly a bad PCM. \nIf that\xe2\x80\x99s OK, check to make sure you have a good ground at the EGR throttle control valve. Connect a test light to 12V battery positive (red terminal) and touch the other end of the test light to the ground circuit going to the EGR throttle control valve circuit ground. If the test light does not light up, this would indicate the problem circuit. If it does light up, wiggle the wiring harness going to the EGR throttle control valve to see if the test light flickers, indicating an intermittent connection.\nIf all prior tests have passed and you continue to get a P0488, this would most likely indicate a failed EGR throttle control valve, although a failed PCM could not be ruled out until the EGR throttle control valve had been replaced.\n \n\n \n'"
"P0489
",b''
"P0490
",b''
"P0491
","b'\nWe are not affiliated with the producer of this video, but we are including it here as an additional resource for diagnosing your air injection problem(s).\n\n'"
"P0492
","b'\nWe are not affiliated with the producer of this video, but we are including it here as an additional resource for diagnosing your air injection problem(s).\n\n'"
"P0493
","b'\nWhenever you are working with electrical systems, some of the basic tools that are a good idea to have are:\n\nOBD code reader\nMultimeter\nBasic socket set\nBasic ratchet and wrench sets\nBasic screwdriver set\nRag/shop towels\nBattery terminal cleaner\nService manual\n\nSafety Tips\n\n Let engine cool\nChalk wheels\nWear PPE (Personal protective equipment)\n\nBasic Step #1\nVisual inspection. First thing, you will want to pop the hood and locate your radiator/fan assembly. Most times, it will be mounted towards the front of the vehicle, directly in front of the engine. Keep in mind that their are numerous different styles and setups for cooling fans, some are mounted directly on the radiator itself and some are belt driven by the engine so identify the style of your particular cooling fan. Once located, inspect the fan(s) and blades for damage. It\xe2\x80\x99s a good idea to grab one of the fan blades and give it a light shake to check for any play in the bearings , depending on the style and how much play is present, you may need to replace the fan assembly . Make sure to also inspect the shroud and anything that may hinder the fans performance. Pay close attention to the wiring harness for the cooling fan. It only takes one lightly frayed wire to cause some codes to come on. If everything checks out, continue.\nTIP: Sometimes aftermarket shrouds do not fit perfect causing the fan to rub on parts of the shroud causing a low speed condition. Spin fan by hand with engine off and cold. Fan should spin freely in the shroud (may have to remove belt for the belt driven version).\nBasic Step #2\nCheck the connector. First, make sure the battery is disconnected before performing any repairs or tests on the electrical system. Follow the harness coming out of the cooling fan until you find its connector. Once located, inspect for overheating/melting or corrosion. Disconnect it and inspect the pins inside. Any corroded or bent pins must be repaired/replaced. Typically any damage to the connector means you will need to replace it. If all looks good, continue.\nTIP: Make sure you have a healthy electrical system. Always be aware that if you have a weak battery or a problem with your charging system, the ECM may be falsely illuminating the engine light among numerous other possibilities. \nBasic Tip #3\nCheck the relay. Depending on your system, you may have a cooling fan relay that assists in controlling your fan. Refer to manufacturer for location. If the relay looks melted or burnt this may indicate a problem within the relay and should be replaced.\nTIP: It\xe2\x80\x99s a good idea to buy these types of relays at your manufacturers dealership as i have found some defective aftermarket relays that have caused some serious damage.\nBasic Step #4\nCheck your ECM or PCM. Locate your ECM. Location heavily depends on the make and model but you may find a ECM: under a seat, under the hood, in the trunk, mounted to the firewall, under the dash, in a fender or mounted to the floor somewhere. Once located, inspect for water damage or corrosion. this may indicate a problem. Qualified eyes would be needed beyond this point.\n'"
"P0494
","b'\nWhenever you are working with electrical systems, some of the basic tools that are a good idea to have are:\n\nOBD code reader\nMultimeter\nBasic socket set\nBasic ratchet and wrench sets\nBasic screwdriver set\nRag/shop towels\nBattery terminal cleaner\nService manual\n\nSafety Tips\n\n Let engine cool\nChalk wheels\nWear PPE (Personal protective equipment)\n\nBasic Step #1\nVisual inspection. First thing, you will want to pop the hood and locate your radiator/fan assembly. Most times, it will be mounted towards the front of the vehicle, directly in front of the engine. Keep in mind that their are numerous different styles and setups for cooling fans, some are mounted directly on the radiator itself and some are belt driven by the engine so identify the style of your particular cooling fan. Once located, inspect the fan(s) and blades for damage. It\xe2\x80\x99s a good idea to grab one of the fan blades and give it a light shake to check for any play in the bearings , depending on the style and how much play is present, you may need to replace the fan assembly . Make sure to also inspect the shroud and anything that may hinder the fans performance. Pay close attention to the wiring harness for the cooling fan. It only takes one lightly frayed wire to cause some codes to come on. If everything checks out, continue.\nTIP: Sometimes aftermarket shrouds do not fit perfect causing the fan to rub on parts of the shroud causing a low speed condition. Spin fan by hand with engine off and cold. Fan should spin freely in the shroud (may have to remove belt for the belt driven version).\nBasic Step #2\nCheck the connector. First, make sure the battery is disconnected before performing any repairs or tests on the electrical system. Follow the harness coming out of the cooling fan until you find its connector. Once located, inspect for overheating/melting or corrosion. Disconnect it and inspect the pins inside. Any corroded or bent pins must be repaired/replaced. Typically any damage to the connector means you will need to replace it. If all looks good, continue.\nTIP: Make sure you have a healthy electrical system. Always be aware that if you have a weak battery or a problem with your charging system, the ECM may be falsely illuminating the engine light among numerous other possibilities. \nBasic Tip #3\nCheck the relay. Depending on your system, you may have a cooling fan relay that assists in controlling your fan. Refer to manufacturer for location. If the relay looks melted or burnt this may indicate a problem within the relay and should be replaced.\nTIP: It\xe2\x80\x99s a good idea to buy these types of relays at your manufacturers dealership as i have found some defective aftermarket relays that have caused some serious damage.\nBasic Step #4\nCheck your ECM or PCM. Locate your ECM. Location heavily depends on the make and model but you may find a ECM: under a seat, under the hood, in the trunk, mounted to the firewall, under the dash, in a fender or mounted to the floor somewhere. Once located, inspect for water damage or corrosion. this may indicate a problem. Qualified eyes would be needed beyond this point.\n \n\n \n'"
"P0495
","b'\nWhenever you are working with electrical systems, some of the basic tools that are a good idea to have are:\n\nOBD code reader\nMultimeter\nBasic socket set\nBasic ratchet and wrench sets\nBasic screwdriver set\nRag/shop towels\nBattery terminal cleaner\nService manual\n\nSafety Tips\n\n Let engine cool\nChalk wheels\nWear PPE (Personal protective equipment)\n\nBasic Step #1\nVisual inspection. First thing, you will want to pop the hood and locate your radiator/fan assembly. Most times, it will be mounted towards the front of the vehicle, directly in front of the engine. Keep in mind that their are numerous different styles and setups for cooling fans, some are mounted directly on the radiator itself and some are belt driven by the engine so identify the style of your particular cooling fan. Once located, inspect the fan(s) and blades for damage. It\xe2\x80\x99s a good idea to grab one of the fan blades and give it a light shake to check for any play in the bearings , depending on the style and how much play is present, you may need to replace the fan assembly . Make sure to also inspect the shroud and anything that may hinder the fans performance. Pay close attention to the wiring harness for the cooling fan. It only takes one lightly frayed wire to cause some codes to come on. If everything checks out, continue.\nTIP: Sometimes aftermarket shrouds do not fit perfect causing the fan to rub on parts of the shroud causing a low speed condition. Spin fan by hand with engine off and cold. Fan should spin freely in the shroud (may have to remove belt for the belt driven version).\nBasic Step #2\nCheck the connector. First, make sure the battery is disconnected before performing any repairs or tests on the electrical system. Follow the harness coming out of the cooling fan until you find its connector. Once located, inspect for overheating/melting or corrosion. Disconnect it and inspect the pins inside. Any corroded or bent pins must be repaired/replaced. Typically any damage to the connector means you will need to replace it. If all looks good, continue.\nTIP: Make sure you have a healthy electrical system. Always be aware that if you have a weak battery or a problem with your charging system, the ECM may be falsely illuminating the engine light among numerous other possibilities. \nBasic Tip #3\nCheck the relay. Depending on your system, you may have a cooling fan relay that assists in controlling your fan. Refer to manufacturer for location. If the relay looks melted or burnt this may indicate a problem within the relay and should be replaced.\nTIP: It\xe2\x80\x99s a good idea to buy these types of relays at your manufacturers dealership as i have found some defective aftermarket relays that have caused some serious damage.\nBasic Step #4\nCheck your ECM or PCM. Locate your ECM. Location heavily depends on the make and model but you may find a ECM: under a seat, under the hood, in the trunk, mounted to the firewall, under the dash, in a fender or mounted to the floor somewhere. Once located, inspect for water damage or corrosion. this may indicate a problem. Qualified eyes would be needed beyond this point.\n \n\n \n'"
"P0496
","b'\nThe most common fix for this DTC is to replace the purge solenoid valve. However, be sure to do a proper diagnosis before replacing parts!\nIdeally you would use an advanced scan tool, with the ignition on and engine off, you seal the EVAP system using the Seal/Purge function. Then, watch the fuel tank pressure sensor reading when you turn the purge off. If the pressure value is higher than the normal range set by the manufacturer, replace the EVAP canister purge solenoid valve. Refer to a model-specific repair guide for the proper specification.\n If you don\'t have access to the scan tool, you could always disconnect the vacuum line at the purge valve going back to the charcoal canister. Unplug the electrical connector on the purge valve, start the engine, then put your finger on the valve where you disconnected the line. If you can feel vacuum there, the purge solenoid valve is faulty and needs to be replaced. Alternately, you could simply remove the purge solenoid valve and blow into it. It is normally closed, so if air goes through then you need to replace it. \nIf the purge valve checks out good, either the problem with the valve is intermittent or there is a problem with the fuel tank pressure sensor. To test the fuel tank pressure sensor you will need to have a high end scan tool to monitor the tank pressure with the gas cap removed. If the sensor shows vacuum with the gas cap removed, there is a problem with the fuel tank pressure sensor.\nHere is a picture of one purge solenoid valve. Yours may look similar or different, consult a factory service guide or your local vehicle dealership for more details:\n<p align=""center""><img src=""/faq/images/evap-purge-valve-solenoid.jpg"" width=""400"" height=""218"" alt=""EVAP system purge valve solenoid"">\n'"
"P0497
","b'\nA good starting point is always to check for technical service bulletins (TSB) for your particular vehicle. Your issue may be a known issue with a known fix put out by the manufacturer and can save you time and money during diagnosis.\nA suitable diagnostic scanner, a digital volt/ohmmeter, a manufacturer\xe2\x80\x99s service manual (or equivalent), and a smoke machine will help to diagnose code P0497. \nI have a habit of beginning my diagnosis with a visual inspection of all system wiring and connectors, as well as vacuum lines and hoses. Repair or replace damaged wiring and/or connectors as required. \nThe EVAP system is comprised of a network of long vacuum lines and metal tubing, so this can be a chore in itself. If you have access to a smoke machine, it can make this process much easier. Keep in mind that most of these vacuum circuits will have no vacuum present unless the purge control solenoid/valve is activated. Repair or replace defective vacuum lines and hoses as needed.\nIf charcoal is found in the vacuum lines, immediately suspect a defective canister. Compromised charcoal elements cannot usually be replaced individually and will probably demand complete canister replacement. Connect the scanner to the diagnostic connector and retrieve all stored codes and freeze frame data. Write all this down so that you can come back to it later. Clear all codes and test drive the vehicle. Keep in mind that it may take several ignition cycles for this type of code to be reset. If it resets, continue with your diagnosis. \nConsult the service manual for particular system specifications and test EVAP purge solenoid/valve operation. Use the scanner to activate the purge control solenoid and physically check vacuum flow with the engine running and the purge control solenoid activated. \nIf the solenoid fails to open when activated, check system voltage and ground signals as compared to manufacturer\xe2\x80\x99s specs. If voltage and ground signals are present, suspect a defective solenoid. Test the purge control solenoid (with the DVOM) using the service manual as a guide. If voltage and ground signals are absent, disconnect system controllers and test system circuits with the DVOM. Repair or replace open or shorted circuits as necessary.\nIf all system circuits and components comply with manufacturer\xe2\x80\x99s specifications, suspect a defective PCM or a PCM programming error.\nAdditional diagnostic notes:\n\n Poor running engines may not provide sufficient vacuum for EVAP purge operation \n A loose or missing fuel cap will not cause this code to be stored \n To use the smoke machine effectively, remove vacuum lines from the canister and plug them before applying smoke \n\n'"
"P0498
","b'\nSome steps to take to diagnose and repair this trouble code include the following:\nCheck your fuses, there may be a fuse that powers the vent solenoid.\nCheck for a rubbed-through or chafed wiring harness. Check both wires to see if they are shorted to each other, to ground or power.\nVisually inspect the vent valve for cracks or damage.\nTrace the wires to and from the PCM/EMC/ECM and check for continuity continuity using a digital volt ohm meter (DVOM).\nIf you have access to an advanced level scan tool, actuate the valve while reading power and ground at the connector or by simply using a bulb wired to both terminals, it will light up if power and ground are OK.\nUsing a DVOM, check the resistance of the vent, in most cases the resistance reading should be low, refer to the manufacturer\xe2\x80\x99s specification or compare it to a new one. Too Low or low a value indicates a faulty coil inside the valve, thusly meaning replacement is necessary. This code seems to be prevalent on Dodge, Chrsyler, and Jeep products. In those cases the vent valve was bad. With GM products (specifically pickups), GM has released a new updated valve assembly.\nFinally, remove the valve, you may be able to access the pintle inside and it simply could just be sticking from fuel residue. Clean it and retest. \n'"
